"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200619645","2020-09-28T16:40:00.000","3","0","0",,"false","409185","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MCMURRAY DR & AMALIE DR","NASHVILLE","TN","37211","8657","MIDTOW","36.0545","-86.7253","POINT (-86.7253 36.0545)"
"20200619542","2020-09-28T15:50:00.000","2","0","0",,"true","4001094","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HIGHWAY 70S & BELLEVUE CTR PVTDR","NASHVILLE","TN","37221","4811","WEST","36.0785","-86.9508","POINT (-86.9508 36.0785)"
"20200619540","2020-09-28T16:00:00.000","3","0","0",,"false","4001148","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 81 2 I 65","NASHVILLE","TN","37204","8033","MIDTOW","36.1317","-86.7741","POINT (-86.7741 36.1317)"
"20200619525","2020-09-28T15:55:00.000","2","0","0",,"false","320601","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 218 4 I 40","NASHVILLE","TN","37214","89062","HERMIT","36.1504","-86.6376","POINT (-86.6376 36.1504)"
"20200619524","2020-09-28T15:57:00.000","2","0","0",,"false","352207","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & OAK ST","NASHVILLE","TN","37216","1445","EAST","36.2162","-86.7293","POINT (-86.7293 36.2162)"
"20200619489","2020-09-28T15:26:00.000","3","0","0",,"false","4001141","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & COVENTRY DR","NASHVILLE","TN","37211","8609","MIDTOW","36.0789","-86.7284","POINT (-86.7284 36.0789)"
"20200619483","2020-09-28T15:28:00.000","2","0","0",,"false","419972","6","SIDESWIPE - OPPOSITE DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & WHITE BRIDGE PKE","NASHVILLE","TN","37209","5033","WEST","36.15","-86.8584","POINT (-86.8584 36.15)"
"20200619455","2020-09-28T15:19:00.000","2","0","0",,"false","345098","4","ANGLE","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & MCGAVOCK PKE","NASHVILLE","TN","37214","9201","HERMIT","36.1694","-86.6799","POINT (-86.6799 36.1694)"
"20200619430","2020-09-28T15:00:00.000","2","0","0",,"false","330417","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 7 1 I 440","NASHVILLE","TN","37210","8104","SOUTH","36.1249","-86.7355","POINT (-86.7355 36.1249)"
"20200619413","2020-09-28T14:58:00.000","2","3","0",,"false","279112","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 204 3 I 40","NASHVILLE","TN","37209","45023","WEST","36.1534","-86.8525","POINT (-86.8525 36.1534)"
"20200619404","2020-09-28T14:02:00.000","1","0","0",,"false","330425","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","16","THROWN OR FALLING OBJECT","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200619343","2020-09-28T14:10:00.000","2","0","0",,"false","665896","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & HART LN","NASHVILLE","TN","37216","1441","EAST","36.2116","-86.7326","POINT (-86.7326 36.2116)"
"20200619325","2020-09-28T00:00:00.000","2","5","0",,"false","384408","6","SIDESWIPE - OPPOSITE DIRECTION","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","900 W. OLD HICKORY BLVD","MADISON","TN","37115","2131","MADISO","36.2691","-86.7548","POINT (-86.7548 36.2691)"
"20200619296","2020-09-28T13:42:00.000","1","1","0","true","false","551975","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","24;7","GUARDRAIL FACE","I65 S ENT RAMP & I 65","NASHVILLE","TN","37207","3007","NORTH","36.2057","-86.778","POINT (-86.778 36.2057)"
"20200619258","2020-09-28T13:27:00.000","2","0","0",,"false","161949","6","SIDESWIPE - OPPOSITE DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BATTLE RD & KIDD RD","ANTIOCH","TN","37013","8771","SOUTH","35.9745","-86.6326","POINT (-86.6326 35.9745)"
"20200619245","2020-09-28T13:18:00.000","2","0","0",,"false","226622","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & CABOT DR","NASHVILLE","TN","37209","4677","WEST","36.2336","-86.7283","POINT (-86.7283 36.2336)"
"20200619231","2020-09-28T12:50:00.000","2","1","0",,"false","140790","2","HEAD-ON","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CENTRAL PKE & BRANDAU RD","HERMITAGE","TN","37076","9503","HERMIT","36.2631","-86.6527","POINT (-86.6527 36.2631)"
"20200619229","2020-09-28T12:36:00.000","2","0","0",,"false","665896","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","W TRINITY LN & LUCAS LN","NASHVILLE","TN","37207","1863","EAST","36.2061","-86.7711","POINT (-86.7711 36.2061)"
"20200619213","2020-09-28T00:00:00.000","2","0","0",,"false","4000339","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & COTTON LN","NASHVILLE","TN","37211","8701","SOUTH","36.0705","-86.7224","POINT (-86.7224 36.0705)"
"20200619191","2020-09-21T09:55:00.000","2","0","0",,"true","812949","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","1;12;33","MOTOR VEHICLE IN TRANSPORT;CURB","BROADMOOR DR & DICKERSON PKE","NASHVILLE","TN","37207","1809","EAST","36.2294","-86.7593","POINT (-86.7593 36.2294)"
"20200619128","2020-09-28T12:15:00.000","2","2","0",,"false","420035","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKES & BERKLEY DR","MADISON","TN","37115","1519","MADISO","36.247","-86.721","POINT (-86.721 36.247)"
"20200619100","2020-09-28T12:00:00.000","3","0","0",,"false","212318","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRENTWOOD EAST DR & OLD HICKORY BLVD","NASHVILLE","TN","37211","8651","MIDTOW","36.0452","-86.7148","POINT (-86.7148 36.0452)"
"20200619086","2020-09-28T12:00:00.000","2","2","0",,"false","4001053","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 86 5 I 65","NASHVILLE","TN","37207","3006","NORTH","36.1946","-86.7762","POINT (-86.7762 36.1946)"
"20200619076","2020-09-28T11:50:00.000","2","0","0",,"false","665896","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EASTLAND AV & GALLATIN AV","NASHVILLE","TN","37206","1243","EAST","36.1838","-86.7484","POINT (-86.7484 36.1838)"
"20200619075","2020-09-28T09:07:00.000","1","0","0","true","false","225950","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","30;63","UTILITY POLE;Ran Off Road-Right","21ST AVS & 21ST AV S PVTDR","NASHVILLE","TN","37212","6607","MIDTOW","36.1318","-86.8015","POINT (-86.8015 36.1318)"
"20200619067","2020-09-28T11:25:00.000","2","0","0",,"false","4000823","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 78 4 I 65","NASHVILLE","TN","37204","8502","MIDTOW","36.0916","-86.7624","POINT (-86.7624 36.0916)"
"20200619028","2020-09-28T11:19:00.000","2","2","0",,"false","140790","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SAUNDERSVILLE RD & SHUTE LN","OLD HICKORY","TN","37138","9721","HERMIT","36.2263","-86.6032","POINT (-86.6032 36.2263)"
"20200619022","2020-09-28T11:00:00.000","2","0","0",,"false","212318","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & BRENTWOOD MEADOWS CIR","BRENTWOOD","TN","37027","8621","MIDTOW","36.0411","-86.7464","POINT (-86.7464 36.0411)"
"20200619012","2020-09-28T11:07:00.000","2","0","0",,"false","161949","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & MURFREESBORO PKE","ANTIOCH","TN","37013","8865","SOUTH","36.0645","-86.6288","POINT (-86.6288 36.0645)"
"20200619000","2020-09-28T11:00:00.000","2","0","0",,"true","633381","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 60 0 I 24","ANTIOCH","TN","37013","88060","SOUTH","36.0403","-86.6502","POINT (-86.6502 36.0403)"
"20200618987","2020-09-28T10:56:00.000","2","0","0",,"false","140790","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SAUNDERSVILLE RD & SHUTE LN","OLD HICKORY","TN","37138","9721","HERMIT","36.2263","-86.6032","POINT (-86.6032 36.2263)"
"20200618886","2020-09-28T09:22:00.000","2","2","0",,"false","676834","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JEFFERSON ST & 7TH AVE N","NASHVILLE","TN","37208","4305","NORTH","36.1736","-86.7901","POINT (-86.7901 36.1736)"
"20200618882","2020-09-28T09:43:00.000","2","0","0",,"false","161949","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MT VIEW RD & HICKORY HOLLOW PKWY","ANTIOCH","TN","37013","8859","SOUTH","36.0588","-86.6705","POINT (-86.6705 36.0588)"
"20200618843","2020-09-28T09:33:00.000","1","0","0",,"false","140790","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 213 3 I 40","NASHVILLE","TN","37210","9004","HERMIT","36.1407","-86.7259","POINT (-86.7259 36.1407)"
"20200618831","2020-09-28T08:50:00.000","2","0","0",,"false","226673","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 209 2 I 40","NASHVILLE","TN","37203","4002","CENTRA","36.1553","-86.7889","POINT (-86.7889 36.1553)"
"20200618698","2020-09-28T07:55:00.000","2","0","0",,"true","571313","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 80 2 I 65","NASHVILLE","TN","37204","8306","MIDTOW","36.1159","-86.7732","POINT (-86.7732 36.1159)"
"20200618689","2020-09-28T07:58:00.000","2","2","0",,"false","4001097","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & SKYLINE MEMORIAL CT","MADISON","TN","37115","2009","MADISO","36.2438","-86.7566","POINT (-86.7566 36.2438)"
"20200618685","2020-09-28T07:50:00.000","2","0","0",,"true","665896","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD TRINITY LN & DICKERSON PKE","NASHVILLE","TN","37207","1829","EAST","36.2069","-86.7686","POINT (-86.7686 36.2069)"
"20200618672","2020-09-28T07:45:00.000","2","0","0",,"false","226622","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PKE & PAGE RD","NASHVILLE","TN","37205","6201","WEST","36.1006","-86.871","POINT (-86.871 36.1006)"
"20200618642","2020-09-28T07:30:00.000","2","0","0",,"false","4000823","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FRANKLIN PKE & HARDING PL","NASHVILLE","TN","37204","7027","MIDTOW","36.0866","-86.772","POINT (-86.772 36.0866)"
"20200618595","2020-09-28T06:50:00.000","2","0","0",,"false","226098","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 35 0 I 24","JOELTON","TN","37080","3318","NORTH","36.3239","-86.867","POINT (-86.867 36.3239)"
"20200618586","2020-09-28T06:38:00.000","2","1","0",,"false","226134","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & KOREAN VETERANS BLVD","NASHVILLE","TN","37203","4043","CENTRA","36.1549","-86.7792","POINT (-86.7792 36.1549)"
"20200618555","2020-09-28T06:10:00.000","1","0","0",,"false","476332","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"2","DARK - NOT LIGHTED","50","DEER (ANIMAL)","LEBANON PKE & YMCA CNCTR","NASHVILLE","TN","37214","9403","HERMIT","36.1732","-86.6486","POINT (-86.6486 36.1732)"
"20200618542","2020-09-28T03:30:00.000","1","0","0","true","true","330440","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","1",,"STATE HWY 171 & BEACHMIST WAY","ANTIOCH","TN","37013","8977","SOUTH","36.065","-86.5903","POINT (-86.5903 36.065)"
"20200618399","2020-09-28T03:30:00.000","2","0","0",,"true","4000720","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 54 1 I 24","NASHVILLE","TN","37211","84020","SOUTH","36.1045","-86.7166","POINT (-86.7166 36.1045)"
"20200618293","2020-09-28T01:40:00.000","1","0","0",,"true","320580","9","UNKNOWN","21","CLEAR","3","DARK - LIGHTED","99","UNKNOWN MOST HARMFUL EVENT","I40 E EXT RAMP & I 40","NASHVILLE","TN","37214","8955","HERMIT","36.155","-86.6271","POINT (-86.6271 36.155)"
"20200618252","2020-09-27T22:30:00.000","2","0","0",,"true","256569","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & EDGE O LAKE DR","NASHVILLE","TN","37217","8963","HERMIT","36.0794","-86.6326","POINT (-86.6326 36.0794)"
"20200618104","2020-09-27T23:00:00.000","1","0","0",,"true","372814","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","36","CONCRETE TRAFFIC BARRIER","BRILEY PKWYE & BRILEY PKWYW","NASHVILLE","TN","37207","20120","MADISO","36.2396","-86.7751","POINT (-86.7751 36.2396)"
"20200618059","2020-09-27T22:10:00.000","2","0","0",,"false","352184","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 212 0 I 40","NASHVILLE","TN","37210","90041","HERMIT","36.147","-86.7433","POINT (-86.7433 36.147)"
"20200618046","2020-09-27T22:30:00.000","2","1","0",,"false","256427","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 77 3 I 65","NASHVILLE","TN","37220","86042","MIDTOW","36.0758","-86.7677","POINT (-86.7677 36.0758)"
"20200617947","2020-09-27T20:46:00.000","2","1","0",,"false","311325","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","14TH AVE & US HWY 70","NASHVILLE","TN","37203","5701","MIDTOW","36.1556","-86.7897","POINT (-86.7897 36.1556)"
"20200617903","2020-09-27T20:10:00.000","2","1","0",,"false","330428","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MILLWOOD DR","NASHVILLE","TN","37217","8815","HERMIT","36.1295","-86.7147","POINT (-86.7147 36.1295)"
"20200617883","2020-09-27T19:30:00.000","1","0","0",,"false","256427","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"2","DARK - NOT LIGHTED","11","OTHER ANIMAL","NOLENSVILLE PKE & CONCORD RD","NASHVILLE","TN","37211","8651","MIDTOW","36.0042","-86.6916","POINT (-86.6916 36.0042)"
"20200617814","2020-09-27T19:00:00.000","2","0","0",,"false","352155","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MOUNTAIN SPRINGS RD","ANTIOCH","TN","37013","8927","SOUTH","36.0478","-86.6121","POINT (-86.6121 36.0478)"
"20200617774","2020-09-27T18:09:00.000","2","0","0",,"false","311325","16","Rear to Side","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","16TH AVE S & MCGAVOCK ST","NASHVILLE","TN","37203","5703","MIDTOW","36.1532","-86.7922","POINT (-86.7922 36.1532)"
"20200617743","2020-09-27T17:47:00.000","2","0","0",,"false","409181","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MYATT DR & RIVERGATE STATION PVTDR","MADISON","TN","37115","1721","MADISO","36.2963","-86.6987","POINT (-86.6987 36.2963)"
"20200617721","2020-09-27T17:45:00.000","2","1","0",,"false","409214","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","RANSOM PL & OLIVE CIR","NASHVILLE","TN","37217","8853","SOUTH","36.088","-86.653","POINT (-86.653 36.088)"
"20200617692","2020-09-27T17:18:00.000","1","1","0","true","false","320592","9","UNKNOWN","21","CLEAR","1","DAYLIGHT","99","UNKNOWN MOST HARMFUL EVENT","CHEATHAM PL & MARY ST","NASHVILLE","TN","37208","4327","NORTH","36.1745","-86.7991","POINT (-86.7991 36.1745)"
"20200617666","2020-09-27T16:49:00.000","2","1","0",,"false","256427","6","SIDESWIPE - OPPOSITE DIRECTION",,,"1","DAYLIGHT","12;6","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & FAIRLANE DR","NASHVILLE","TN","37211","8659","MIDTOW","36.0639","-86.7171","POINT (-86.7171 36.0639)"
"20200617664","2020-09-27T16:20:00.000","3","1","0",,"true","352204","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & CABOT DR","NASHVILLE","TN","37209","4677","WEST","36.2336","-86.7283","POINT (-86.7283 36.2336)"
"20200617610","2020-09-27T16:05:00.000","1","0","0",,"false","391683","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","24","GUARDRAIL FACE","US HWY 431 & BEAR HOLLOW RD","WHITES CREEK","TN","37189","3303","NORTH","36.3065","-86.8615","POINT (-86.8615 36.3065)"
"20200617597","2020-09-27T15:38:00.000","2","1","0",,"false","409181","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CONFERENCE DR & RIVERGATE MALL PVTDR","GOODLETTSVILLE","TN","37072","1751","MADISO","36.3055","-86.6936","POINT (-86.6936 36.3055)"
"20200617563","2020-09-27T15:40:00.000","2","0","0",,"false","352207","6","SIDESWIPE - OPPOSITE DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FATHERLAND ST & S 11TH ST","NASHVILLE","TN","37206","1207","EAST","36.1741","-86.7504","POINT (-86.7504 36.1741)"
"20200617554","2020-09-27T15:20:00.000","2","1","0",,"false","330425","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JACKSON DOWNS BLVD & LEBANON PKE","NASHVILLE","TN","37214","9403","HERMIT","36.1853","-86.6365","POINT (-86.6365 36.1853)"
"20200617536","2020-09-27T15:00:00.000","2","0","0",,"true","352153","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","E OLD HICKORY BLVD & RIO VISTA DR","MADISON","TN","37115","1635","MADISO","36.2624","-86.6811","POINT (-86.6811 36.2624)"
"20200617533","2020-09-27T13:38:00.000","2","0","0",,"false","352215","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FAIRWAY DR & LEBANON PKE","NASHVILLE","TN","37214","9203","HERMIT","36.1697","-86.6825","POINT (-86.6825 36.1697)"
"20200617486","2020-09-27T19:00:00.000","2","1","0",,"false","352185","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","1;12","MOTOR VEHICLE IN TRANSPORT","GEORGE L DAVIS BLVD & I40 W ENT RAMP","NASHVILLE","TN","37203","4119","CENTRA","36.1584","-86.7906","POINT (-86.7906 36.1584)"
"20200617419","2020-09-27T13:22:00.000","2","0","0",,"false","140808","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & JUAREZ DR","HERMITAGE","TN","37076","9531","HERMIT","36.1927","-86.6237","POINT (-86.6237 36.1927)"
"20200617381","2020-09-27T12:49:00.000","1","1","0",,"false","110092","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","I24 W ENT RAMP & I 24","NASHVILLE","TN","37206","1009","EAST","36.1666","-86.7638","POINT (-86.7638 36.1666)"
"20200617363","2020-09-27T12:21:00.000","3","0","0",,"false","109527","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & RANSOM PL","NASHVILLE","TN","37217","8853","SOUTH","36.0892","-86.6501","POINT (-86.6501 36.0892)"
"20200617349","2020-09-27T11:30:00.000","2","1","0",,"false","352197","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MYATT DR & SPRING BRANCH DR","MADISON","TN","37115","1721","MADISO","36.2938","-86.6964","POINT (-86.6964 36.2938)"
"20200617343","2020-09-27T12:10:00.000","2","0","0",,"false","4001091","3","REAR-TO-REAR","21","CLEAR","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","WEST RUNNING BROOK RD & HALEYS HOPE CT","NASHVILLE","TN","37221","4709","WEST","36.1191","-86.9326","POINT (-86.9326 36.1191)"
"20200617322","2020-09-27T11:38:00.000","2","0","0",,"false","633381","6","SIDESWIPE - OPPOSITE DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MT VIEW RD & BABY RUTH LN","ANTIOCH","TN","37013","8863","SOUTH","36.0433","-86.6408","POINT (-86.6408 36.0433)"
"20200617307","2020-09-27T11:24:00.000","3","0","0",,"false","240964","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & TRAILS CIR","NASHVILLE","TN","37214","8995","HERMIT","36.1473","-86.6259","POINT (-86.6259 36.1473)"
"20200617236","2020-09-27T10:23:00.000","2","0","0",,"false","161946","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HICKORY HOLLOW PKWY & UNA ANTIOCH PKE","ANTIOCH","TN","37013","8859","SOUTH","36.0597","-86.671","POINT (-86.671 36.0597)"
"20200617227","2020-09-27T00:00:00.000","2","0","0",,"true","206674","5","SIDESWIPE - SAME DIRECTION","99","UNKNOWN","9","UNKNOWN","14","PARKED MOTOR VEHICLE","10TH AVN & COFFEE ST","NASHVILLE","TN","37208","4447","NORTH","36.1822","-86.8038","POINT (-86.8038 36.1822)"
"20200617067","2020-09-27T00:00:00.000","1","0","0","true","true","348631","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","99","UNKNOWN","9","UNKNOWN","40","MAIL BOX","SIOUX TER & NEELYS BEND RD","MADISON","TN","37115","1633","MADISO","36.2475","-86.6816","POINT (-86.6816 36.2475)"
"20200616902","2020-09-27T04:10:00.000","1","0","0","true","true","151122","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","24;63","GUARDRAIL FACE;Ran Off Road-Right","NOLENSVILLE PKE & YELTON CT","NASHVILLE","TN","37211","8435","SOUTH","36.0911","-86.7348","POINT (-86.7348 36.0911)"
"20200616866","2020-09-27T00:00:00.000","1","1","0",,"false","352189","9","UNKNOWN","21","CLEAR","3","DARK - LIGHTED","99","UNKNOWN MOST HARMFUL EVENT","CHARLOTTE PKE & WILCLAY DR","NASHVILLE","TN","37209","5025","WEST","36.143","-86.8746","POINT (-86.8746 36.143)"
"20200616821","2020-09-27T03:08:00.000","1","2","0",,"false","110090","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","41;42","SHRUBBERY;TREE","HICKS RD & POST CREEK RD","NASHVILLE","TN","37221","4815","WEST","36.0813","-86.9302","POINT (-86.9302 36.0813)"
"20200616653","2020-09-26T22:20:00.000","2","0","0",,"true","320584","11","Front to Rear","21","CLEAR","7","Dark-Unknown Lighting","14","PARKED MOTOR VEHICLE","TAMPA DR & RICHBRIAR RD","NASHVILLE","TN","37211","8705","SOUTH","36.0801","-86.7092","POINT (-86.7092 36.0801)"
